,classes,3,4,12,21,22,27,33,Total,bacia,model,version,year,15,18
375,Total,4,104,20,124.0,29,0.0,4,285,771,RF,5,1988,,
376,3,13,20,0,0.0,0,0.0,0,33,746,RF,11,2000,,
377,4,11,118,0,4.0,0,0.0,0,133,746,RF,11,2000,,
378,12,0,1,0,2.0,0,0.0,0,3,746,RF,11,2000,,
379,21,0,9,0,4.0,0,0.0,0,13,746,RF,11,2000,,
380,22,0,0,0,2.0,0,0.0,0,2,746,RF,11,2000,,
381,27,0,0,0,0.0,0,0.0,0,0,746,RF,11,2000,,
382,33,0,0,0,0.0,0,0.0,1,1,746,RF,11,2000,,
383,Total,24,148,0,12.0,0,0.0,1,185,746,RF,11,2000,,
384,3,0,16,0,2.0,0,0.0,0,18,7621,RF,12,1990,,
385,4,0,21,0,6.0,0,0.0,0,27,7621,RF,12,1990,,
386,12,0,1,0,0.0,0,0.0,0,1,7621,RF,12,1990,,
387,21,0,6,0,12.0,0,0.0,0,18,7621,RF,12,1990,,
388,22,0,0,0,0.0,0,0.0,0,0,7621,RF,12,1990,,
389,27,0,0,0,0.0,0,0.0,0,0,7621,RF,12,1990,,
390,33,0,0,0,0.0,0,0.0,0,0,7621,RF,12,1990,,
391,Total,0,44,0,20.0,0,0.0,0,64,7621,RF,12,1990,,
392,3,4,3,0,,0,,0,7,744,RF,6,1986,0.0,0.0
393,4,31,191,21,,3,,4,259,744,RF,6,1986,9.0,0.0
394,12,0,5,4,,1,,0,13,744,RF,6,1986,3.0,0.0
395,15,0,5,8,,4,,0,33,744,RF,6,1986,16.0,0.0
396,18,0,0,0,,2,,0,4,744,RF,6,1986,2.0,0.0
397,22,0,1,0,,0,,0,1,744,RF,6,1986,0.0,0.0
398,33,0,0,1,,0,,0,1,744,RF,6,1986,0.0,0.0
399,Total,35,205,34,,10,,4,318,744,RF,6,1986,30.0,0.0
400,3,1,3,0,0.0,0,0.0,0,4,771,RF,11,1988,,
401,4,0,115,0,25.0,0,0.0,0,140,771,RF,11,1988,,
402,12,0,4,0,0.0,0,0.0,0,4,771,RF,11,1988,,
403,21,2,51,0,68.0,15,0.0,0,136,771,RF,11,1988,,
404,22,0,0,0,0.0,0,0.0,0,0,771,RF,11,1988,,
405,27,0,0,0,0.0,0,0.0,0,0,771,RF,11,1988,,
406,33,0,0,0,0.0,0,0.0,1,1,771,RF,11,1988,,
407,Total,3,173,0,93.0,15,0.0,1,285,771,RF,11,1988,,
408,3,0,2,0,0.0,0,0.0,0,2,7615,RF,10,1988,,
409,4,0,159,19,27.0,1,0.0,1,207,7615,RF,10,1988,,
410,12,0,3,0,9.0,6,0.0,3,21,7615,RF,10,1988,,
411,21,0,18,5,27.0,3,0.0,0,53,7615,RF,10,1988,,
412,22,0,0,0,2.0,1,0.0,0,3,7615,RF,10,1988,,
413,27,0,0,0,0.0,0,0.0,0,0,7615,RF,10,1988,,
414,33,0,0,0,0.0,0,0.0,2,2,7615,RF,10,1988,,
415,Total,0,182,24,65.0,11,0.0,6,288,7615,RF,10,1988,,
416,3,6,5,0,0.0,0,0.0,0,11,7742,RF,10,2016,,
417,4,8,20,0,2.0,0,0.0,0,30,7742,RF,10,2016,,
418,12,0,1,0,2.0,0,0.0,0,3,7742,RF,10,2016,,
419,21,0,61,6,67.0,3,0.0,0,137,7742,RF,10,2016,,
420,22,0,1,0,0.0,1,0.0,0,2,7742,RF,10,2016,,
421,27,0,0,0,0.0,0,0.0,0,0,7742,RF,10,2016,,
422,33,0,0,0,0.0,0,0.0,0,0,7742,RF,10,2016,,
423,Total,14,88,6,71.0,4,0.0,0,183,7742,RF,10,2016,,
424,3,0,0,0,0.0,0,0.0,0,0,7614,RF,5,2016,,
425,4,9,64,0,6.0,1,0.0,0,80,7614,RF,5,2016,,
426,12,0,0,0,0.0,0,0.0,0,0,7614,RF,5,2016,,
427,21,2,23,0,41.0,13,0.0,0,79,7614,RF,5,2016,,
428,22,0,0,0,0.0,1,0.0,0,1,7614,RF,5,2016,,
429,27,0,0,0,0.0,0,0.0,0,0,7614,RF,5,2016,,
430,33,0,0,0,0.0,0,0.0,0,0,7614,RF,5,2016,,
431,Total,11,87,0,47.0,15,0.0,0,160,7614,RF,5,2016,,
432,3,0,0,0,0.0,0,0.0,0,0,7614,RF,5,2018,,
433,4,8,71,0,2.0,1,0.0,0,82,7614,RF,5,2018,,
434,12,0,0,0,0.0,0,0.0,0,0,7614,RF,5,2018,,
435,21,1,31,0,38.0,7,0.0,0,77,7614,RF,5,2018,,
436,22,0,0,0,0.0,1,0.0,0,1,7614,RF,5,2018,,
437,27,0,0,0,0.0,0,0.0,0,0,7614,RF,5,2018,,
438,33,0,0,0,0.0,0,0.0,0,0,7614,RF,5,2018,,
439,Total,9,102,0,40.0,9,0.0,0,160,7614,RF,5,2018,,
440,3,5,2,1,0.0,0,0.0,0,8,745,RF,5,2015,,
441,4,24,27,4,0.0,0,0.0,0,55,745,RF,5,2015,,
442,12,0,0,0,0.0,1,0.0,0,1,745,RF,5,2015,,
443,21,0,2,1,3.0,1,0.0,0,7,745,RF,5,2015,,
444,22,0,0,0,0.0,0,0.0,0,0,745,RF,5,2015,,
445,27,0,0,0,0.0,0,0.0,0,0,745,RF,5,2015,,
446,33,0,0,0,0.0,0,0.0,0,0,745,RF,5,2015,,
447,Total,29,31,6,3.0,2,0.0,0,71,745,RF,5,2015,,
448,3,1,17,0,0.0,0,0.0,0,18,763,RF,11,2012,,
449,4,2,170,18,16.0,0,0.0,0,206,763,RF,11,2012,,
450,12,1,3,7,4.0,0,0.0,0,15,763,RF,11,2012,,
451,21,0,36,23,88.0,0,0.0,0,147,763,RF,11,2012,,
452,22,0,0,0,1.0,0,0.0,0,1,763,RF,11,2012,,
453,27,0,0,0,0.0,0,0.0,0,0,763,RF,11,2012,,
454,33,0,1,0,0.0,0,0.0,2,3,763,RF,11,2012,,
455,Total,4,227,48,109.0,0,0.0,2,390,763,RF,11,2012,,
456,3,3,8,0,0.0,0,0.0,0,11,744,RF,11,2018,,
457,4,8,502,26,7.0,0,0.0,0,543,744,RF,11,2018,,
458,12,0,8,11,1.0,0,0.0,0,20,744,RF,11,2018,,
459,21,0,83,25,46.0,3,0.0,0,157,744,RF,11,2018,,
460,22,0,1,0,0.0,1,0.0,0,2,744,RF,11,2018,,
461,27,0,0,0,0.0,0,0.0,0,0,744,RF,11,2018,,
462,33,0,2,0,0.0,0,0.0,0,2,744,RF,11,2018,,
463,Total,11,604,62,54.0,4,0.0,0,735,744,RF,11,2018,,
464,3,4,7,0,0.0,0,0.0,0,11,744,RF,12,2015,,
465,4,12,508,18,5.0,0,0.0,0,543,744,RF,12,2015,,
466,12,0,11,8,1.0,0,0.0,0,20,744,RF,12,2015,,
467,21,0,89,31,37.0,0,0.0,0,157,744,RF,12,2015,,
468,22,0,1,0,1.0,0,0.0,0,2,744,RF,12,2015,,
469,27,0,0,0,0.0,0,0.0,0,0,744,RF,12,2015,,
470,33,1,0,1,0.0,0,0.0,0,2,744,RF,12,2015,,
471,Total,17,616,58,44.0,0,0.0,0,735,744,RF,12,2015,,
472,3,1,0,0,,0,,0,1,751,RF,6,2017,0.0,0.0
473,4,0,0,0,,0,,0,0,751,RF,6,2017,0.0,0.0
474,12,0,1,0,,0,,0,1,751,RF,6,2017,0.0,0.0
475,15,0,0,0,,0,,0,0,751,RF,6,2017,0.0,0.0
476,18,0,0,0,,0,,0,0,751,RF,6,2017,0.0,0.0
477,22,0,1,0,,1,,0,2,751,RF,6,2017,0.0,0.0
478,33,0,0,0,,0,,0,0,751,RF,6,2017,0.0,0.0
479,Total,1,2,0,,1,,0,4,751,RF,6,2017,0.0,0.0
480,3,0,1,0,0.0,0,0.0,0,1,7421,RF,11,2000,,
481,4,0,48,15,1.0,0,0.0,0,64,7421,RF,11,2000,,
482,12,0,0,2,0.0,0,0.0,0,2,7421,RF,11,2000,,
483,21,0,7,10,0.0,0,0.0,0,17,7421,RF,11,2000,,
484,22,0,0,0,0.0,0,0.0,0,0,7421,RF,11,2000,,
485,27,0,0,0,0.0,0,0.0,0,0,7421,RF,11,2000,,
486,33,0,0,0,0.0,0,0.0,0,0,7421,RF,11,2000,,
487,Total,0,56,27,1.0,0,0.0,0,84,7421,RF,11,2000,,
488,3,0,3,0,0.0,0,0.0,0,3,7612,RF,12,1998,,
489,4,0,86,17,4.0,0,0.0,0,107,7612,RF,12,1998,,
490,12,0,0,3,5.0,0,0.0,0,8,7612,RF,12,1998,,
491,21,0,21,16,19.0,0,0.0,0,56,7612,RF,12,1998,,
492,22,0,2,0,1.0,0,0.0,0,3,7612,RF,12,1998,,
493,27,0,0,0,1.0,0,0.0,0,1,7612,RF,12,1998,,
494,33,0,0,0,0.0,0,0.0,3,3,7612,RF,12,1998,,
495,Total,0,112,36,30.0,0,0.0,3,181,7612,RF,12,1998,,
496,3,2,16,0,0.0,0,0.0,0,18,763,RF,12,2009,,
497,4,2,173,2,34.0,0,0.0,0,211,763,RF,12,2009,,
498,12,1,3,5,6.0,0,0.0,0,15,763,RF,12,2009,,
499,21,1,34,2,104.0,1,0.0,0,142,763,RF,12,2009,,
500,22,0,0,0,1.0,0,0.0,0,1,763,RF,12,2009,,
501,27,0,0,0,0.0,0,0.0,0,0,763,RF,12,2009,,
502,33,0,1,0,0.0,0,0.0,2,3,763,RF,12,2009,,
503,Total,6,227,9,145.0,1,0.0,2,390,763,RF,12,2009,,
504,3,0,1,0,,0,,0,1,755,RF,7,2001,0.0,0.0
505,4,6,61,8,,0,,0,99,755,RF,7,2001,3.0,21.0
506,12,0,0,2,,0,,0,3,755,RF,7,2001,0.0,1.0
507,15,0,10,7,,2,,0,44,755,RF,7,2001,11.0,14.0
508,18,0,0,0,,0,,0,4,755,RF,7,2001,0.0,4.0
509,22,0,1,2,,1,,0,5,755,RF,7,2001,1.0,0.0
510,33,1,0,0,,0,,1,3,755,RF,7,2001,0.0,1.0
511,Total,7,73,19,,3,,1,159,755,RF,7,2001,15.0,41.0
512,3,37,12,0,0.0,0,0.0,0,49,7741,RF,5,2001,,
513,4,21,96,10,12.0,0,0.0,1,140,7741,RF,5,2001,,
514,12,0,5,4,0.0,1,0.0,0,10,7741,RF,5,2001,,
515,21,4,56,6,79.0,17,0.0,0,162,7741,RF,5,2001,,
516,22,0,0,0,0.0,0,0.0,0,0,7741,RF,5,2001,,
517,27,0,1,0,0.0,0,0.0,0,1,7741,RF,5,2001,,
518,33,0,0,0,0.0,0,0.0,0,0,7741,RF,5,2001,,
519,Total,62,170,20,91.0,18,0.0,1,362,7741,RF,5,2001,,
520,3,0,14,0,0.0,0,0.0,0,14,765,RF,11,2014,,
521,4,0,82,0,22.0,2,0.0,0,106,765,RF,11,2014,,
522,12,0,0,0,0.0,0,0.0,0,0,765,RF,11,2014,,
523,21,0,22,0,84.0,7,0.0,0,113,765,RF,11,2014,,
524,22,0,0,0,1.0,0,0.0,0,1,765,RF,11,2014,,
525,27,0,0,0,0.0,0,0.0,0,0,765,RF,11,2014,,
526,33,0,0,0,0.0,0,0.0,2,2,765,RF,11,2014,,
527,Total,0,118,0,107.0,9,0.0,2,236,765,RF,11,2014,,
528,3,0,4,0,,0,,0,6,767,RF,7,1986,2.0,0.0
529,4,1,22,2,,0,,0,46,767,RF,7,1986,21.0,0.0
530,12,0,1,0,,0,,0,1,767,RF,7,1986,0.0,0.0
531,15,0,6,0,,3,,0,32,767,RF,7,1986,23.0,0.0
532,18,0,0,0,,0,,0,0,767,RF,7,1986,0.0,0.0
533,22,0,0,0,,0,,0,0,767,RF,7,1986,0.0,0.0
534,33,0,0,0,,0,,0,0,767,RF,7,1986,0.0,0.0
535,Total,1,33,2,,3,,0,85,767,RF,7,1986,46.0,0.0
536,3,1,7,1,0.0,0,0.0,0,9,76111,RF,5,2022,,
537,4,0,30,0,9.0,1,0.0,0,40,76111,RF,5,2022,,
538,12,0,0,0,0.0,0,0.0,0,0,76111,RF,5,2022,,
539,21,0,45,3,76.0,20,0.0,2,146,76111,RF,5,2022,,
540,22,0,0,0,0.0,2,0.0,0,2,76111,RF,5,2022,,
541,27,0,4,0,5.0,2,0.0,0,11,76111,RF,5,2022,,
542,33,0,0,0,0.0,0,0.0,3,3,76111,RF,5,2022,,
543,Total,1,86,4,90.0,25,0.0,5,211,76111,RF,5,2022,,
544,3,11,23,0,0.0,0,0.0,0,34,746,RF,11,1985,,
545,4,19,110,0,6.0,0,0.0,0,135,746,RF,11,1985,,
546,12,0,3,0,0.0,0,0.0,0,3,746,RF,11,1985,,
547,21,0,7,0,2.0,0,0.0,0,9,746,RF,11,1985,,
548,22,0,0,0,1.0,0,0.0,0,1,746,RF,11,1985,,
549,27,0,1,0,0.0,0,0.0,0,1,746,RF,11,1985,,
550,33,0,0,0,0.0,0,0.0,1,1,746,RF,11,1985,,
551,Total,30,144,0,9.0,0,0.0,1,184,746,RF,11,1985,,
552,3,0,5,1,0.0,0,0.0,0,6,7619,RF,11,1994,,
553,4,0,236,33,5.0,0,0.0,0,274,7619,RF,11,1994,,
554,12,0,5,2,0.0,0,0.0,4,11,7619,RF,11,1994,,
555,21,0,9,10,40.0,6,0.0,1,66,7619,RF,11,1994,,
556,22,0,0,0,0.0,0,0.0,0,0,7619,RF,11,1994,,
557,27,0,0,0,0.0,0,0.0,0,0,7619,RF,11,1994,,
558,33,0,0,0,0.0,0,0.0,2,2,7619,RF,11,1994,,
559,Total,0,255,46,45.0,6,0.0,7,359,7619,RF,11,1994,,
560,3,1,1,0,0.0,0,0.0,0,2,741,RF,11,2008,,
561,4,12,61,3,0.0,0,0.0,0,76,741,RF,11,2008,,
562,12,0,1,3,0.0,0,0.0,0,4,741,RF,11,2008,,
563,21,4,13,5,4.0,0,0.0,0,26,741,RF,11,2008,,
564,22,0,0,0,0.0,0,0.0,0,0,741,RF,11,2008,,
565,27,0,0,0,0.0,0,0.0,0,0,741,RF,11,2008,,
566,33,0,1,0,0.0,0,0.0,1,2,741,RF,11,2008,,
567,Total,17,77,11,4.0,0,0.0,1,110,741,RF,11,2008,,
568,3,0,0,0,,0,,0,0,7618,RF,6,2012,0.0,0.0
569,4,1,46,7,,1,,0,58,7618,RF,6,2012,3.0,0.0
570,12,0,1,0,,0,,0,1,7618,RF,6,2012,0.0,0.0
571,15,0,2,1,,0,,0,25,7618,RF,6,2012,22.0,0.0
572,18,0,0,0,,0,,0,0,7618,RF,6,2012,0.0,0.0
573,22,0,0,0,,1,,0,1,7618,RF,6,2012,0.0,0.0
574,33,0,0,0,,0,,0,0,7618,RF,6,2012,0.0,0.0
575,Total,1,49,8,,2,,0,85,7618,RF,6,2012,25.0,0.0
576,3,17,7,0,2.0,0,0.0,0,26,776,RF,5,1996,,
577,4,22,162,11,60.0,2,0.0,0,257,776,RF,5,1996,,
578,12,0,1,5,0.0,4,0.0,0,10,776,RF,5,1996,,
579,21,1,22,1,120.0,46,0.0,0,190,776,RF,5,1996,,
580,22,0,0,0,1.0,0,0.0,0,1,776,RF,5,1996,,
581,27,0,0,0,0.0,0,0.0,0,0,776,RF,5,1996,,
582,33,0,0,1,0.0,0,0.0,0,1,776,RF,5,1996,,
583,Total,40,192,18,183.0,52,0.0,0,485,776,RF,5,1996,,
584,3,0,0,0,,0,,0,0,7742,RF,6,1987,0.0,0.0
585,4,0,0,0,,0,,0,0,7742,RF,6,1987,0.0,0.0
586,12,0,0,0,,0,,0,0,7742,RF,6,1987,0.0,0.0
587,15,0,0,0,,2,,0,5,7742,RF,6,1987,3.0,0.0
588,18,0,0,0,,0,,0,0,7742,RF,6,1987,0.0,0.0
589,22,0,0,0,,0,,0,0,7742,RF,6,1987,0.0,0.0
590,33,0,0,0,,0,,0,0,7742,RF,6,1987,0.0,0.0
591,Total,0,0,0,,2,,0,5,7742,RF,6,1987,3.0,0.0
592,3,0,19,1,0.0,0,0.0,0,20,776,RF,11,2010,,
593,4,0,161,32,41.0,2,0.0,0,236,776,RF,11,2010,,
594,12,0,0,8,0.0,2,0.0,0,10,776,RF,11,2010,,
595,21,0,59,20,119.0,16,0.0,0,214,776,RF,11,2010,,
596,22,0,0,1,0.0,0,0.0,0,1,776,RF,11,2010,,
597,27,0,0,0,0.0,0,0.0,0,0,776,RF,11,2010,,
598,33,0,0,0,0.0,0,0.0,0,0,776,RF,11,2010,,
599,Total,0,239,62,160.0,20,0.0,0,481,776,RF,11,2010,,
600,3,0,6,0,,0,,0,6,7622,RF,7,2001,0.0,0.0
601,4,0,21,0,,0,,0,22,7622,RF,7,2001,1.0,0.0
602,12,0,1,0,,0,,0,1,7622,RF,7,2001,0.0,0.0
603,15,0,2,1,,0,,0,8,7622,RF,7,2001,5.0,0.0
604,18,0,0,0,,0,,0,0,7622,RF,7,2001,0.0,0.0
605,22,0,0,0,,0,,0,0,7622,RF,7,2001,0.0,0.0
606,33,0,0,0,,0,,0,0,7622,RF,7,2001,0.0,0.0
607,Total,0,30,1,,0,,0,37,7622,RF,7,2001,6.0,0.0
608,3,5,9,0,,0,,0,14,763,RF,6,2019,0.0,0.0
609,4,14,88,3,,0,,0,120,763,RF,6,2019,15.0,0.0
610,12,0,2,5,,0,,0,9,763,RF,6,2019,2.0,0.0
611,15,0,17,3,,14,,0,104,763,RF,6,2019,70.0,0.0
612,18,0,0,0,,0,,0,0,763,RF,6,2019,0.0,0.0
613,22,1,0,0,,1,,0,2,763,RF,6,2019,0.0,0.0
614,33,0,0,0,,0,,1,1,763,RF,6,2019,0.0,0.0
615,Total,20,116,11,,15,,1,250,763,RF,6,2019,87.0,0.0
616,3,2,2,0,,0,,0,6,767,RF,7,1994,2.0,0.0
617,4,7,16,3,,0,,0,45,767,RF,7,1994,17.0,2.0
618,12,0,0,0,,0,,0,0,767,RF,7,1994,0.0,0.0
619,15,2,5,0,,1,,0,33,767,RF,7,1994,25.0,0.0
620,18,0,0,0,,0,,0,1,767,RF,7,1994,1.0,0.0
621,22,0,0,0,,0,,0,0,767,RF,7,1994,0.0,0.0
622,33,0,0,0,,0,,0,0,767,RF,7,1994,0.0,0.0
623,Total,11,23,3,,1,,0,85,767,RF,7,1994,45.0,2.0
624,3,0,16,0,2.0,0,0.0,0,18,7621,RF,12,1989,,
625,4,0,23,0,4.0,0,0.0,0,27,7621,RF,12,1989,,
626,12,1,0,0,0.0,0,0.0,0,1,7621,RF,12,1989,,
627,21,0,10,0,8.0,0,0.0,0,18,7621,RF,12,1989,,
628,22,0,0,0,0.0,0,0.0,0,0,7621,RF,12,1989,,
629,27,0,0,0,0.0,0,0.0,0,0,7621,RF,12,1989,,
630,33,0,0,0,0.0,0,0.0,0,0,7621,RF,12,1989,,
631,Total,1,49,0,14.0,0,0.0,0,64,7621,RF,12,1989,,
632,3,17,5,0,,0,,0,22,746,RF,6,1993,0.0,0.0
633,4,19,54,3,,0,,0,77,746,RF,6,1993,1.0,0.0
634,12,0,0,0,,0,,0,0,746,RF,6,1993,0.0,0.0
635,15,0,4,1,,0,,0,7,746,RF,6,1993,2.0,0.0
636,18,0,0,0,,0,,0,0,746,RF,6,1993,0.0,0.0
637,22,0,0,1,,1,,0,2,746,RF,6,1993,0.0,0.0
638,33,0,0,0,,0,,0,0,746,RF,6,1993,0.0,0.0
639,Total,36,63,5,,1,,0,108,746,RF,6,1993,3.0,0.0
640,3,10,8,1,1.0,0,0.0,0,20,776,RF,5,2011,,
641,4,7,169,15,42.0,3,0.0,0,236,776,RF,5,2011,,
642,12,0,0,7,2.0,1,0.0,0,10,776,RF,5,2011,,
643,21,0,31,6,134.0,46,0.0,0,217,776,RF,5,2011,,
644,22,0,0,0,1.0,0,0.0,0,1,776,RF,5,2011,,
645,27,0,0,0,0.0,0,0.0,0,0,776,RF,5,2011,,
646,33,0,0,0,0.0,0,0.0,0,0,776,RF,5,2011,,
647,Total,17,208,29,180.0,50,0.0,0,484,776,RF,5,2011,,
648,3,0,0,0,,0,,0,1,751,RF,7,2003,0.0,1.0
649,4,0,0,0,,0,,0,0,751,RF,7,2003,0.0,0.0
650,12,0,1,0,,0,,0,1,751,RF,7,2003,0.0,0.0
651,15,0,0,0,,0,,0,0,751,RF,7,2003,0.0,0.0
652,18,0,0,0,,0,,0,0,751,RF,7,2003,0.0,0.0
653,22,0,1,0,,1,,0,2,751,RF,7,2003,0.0,0.0
654,33,0,0,0,,0,,0,0,751,RF,7,2003,0.0,0.0
655,Total,0,2,0,,1,,0,4,751,RF,7,2003,0.0,1.0
656,3,2,5,0,,0,,0,7,767,RF,7,2018,0.0,0.0
657,4,4,21,2,,0,,0,33,767,RF,7,2018,4.0,2.0
658,12,0,0,0,,0,,0,0,767,RF,7,2018,0.0,0.0
659,15,0,4,1,,0,,0,37,767,RF,7,2018,29.0,3.0
660,18,2,2,0,,0,,0,8,767,RF,7,2018,1.0,3.0
661,22,0,0,0,,0,,0,0,767,RF,7,2018,0.0,0.0
662,33,0,0,0,,0,,0,0,767,RF,7,2018,0.0,0.0
663,Total,8,32,3,,0,,0,85,767,RF,7,2018,34.0,8.0
664,3,0,0,0,,0,,0,0,741,RF,7,2015,0.0,0.0
665,4,2,10,1,,0,,0,16,741,RF,7,2015,0.0,3.0
666,12,0,0,2,,0,,0,3,741,RF,7,2015,1.0,0.0
667,15,0,3,1,,2,,0,10,741,RF,7,2015,1.0,3.0
668,18,0,0,1,,0,,0,1,741,RF,7,2015,0.0,0.0
669,22,0,0,0,,0,,0,0,741,RF,7,2015,0.0,0.0
670,33,0,1,0,,0,,0,1,741,RF,7,2015,0.0,0.0
671,Total,2,14,5,,2,,0,31,741,RF,7,2015,2.0,6.0
672,3,3,6,0,0.0,0,0.0,0,9,759,RF,10,2020,,
673,4,4,51,1,1.0,1,0.0,0,58,759,RF,10,2020,,
674,12,0,0,0,0.0,0,0.0,0,0,759,RF,10,2020,,
675,21,1,57,4,35.0,4,0.0,1,102,759,RF,10,2020,,
676,22,0,0,1,2.0,2,0.0,0,5,759,RF,10,2020,,
677,27,0,0,0,0.0,0,0.0,0,0,759,RF,10,2020,,
678,33,0,1,0,1.0,0,0.0,0,2,759,RF,10,2020,,
679,Total,8,115,6,39.0,7,0.0,1,176,759,RF,10,2020,,
680,3,4,7,0,0.0,0,0.0,0,11,744,RF,12,2009,,
681,4,4,468,43,29.0,0,0.0,1,545,744,RF,12,2009,,
682,12,0,7,4,9.0,0,0.0,0,20,744,RF,12,2009,,
683,21,1,70,27,54.0,3,0.0,0,155,744,RF,12,2009,,
684,22,0,1,0,1.0,0,0.0,0,2,744,RF,12,2009,,
685,27,0,0,0,0.0,0,0.0,0,0,744,RF,12,2009,,
686,33,0,2,0,0.0,0,0.0,0,2,744,RF,12,2009,,
687,Total,9,555,74,93.0,3,0.0,1,735,744,RF,12,2009,,
688,3,1,6,0,,0,,0,7,744,RF,7,1997,0.0,0.0
689,4,14,185,18,,0,,1,247,744,RF,7,1997,2.0,27.0
690,12,0,2,6,,5,,0,13,744,RF,7,1997,0.0,0.0
691,15,0,10,12,,8,,0,45,744,RF,7,1997,9.0,6.0
692,18,0,1,2,,0,,0,4,744,RF,7,1997,1.0,0.0
693,22,0,0,1,,0,,0,1,744,RF,7,1997,0.0,0.0
694,33,0,0,1,,0,,0,1,744,RF,7,1997,0.0,0.0
695,Total,15,204,40,,13,,1,318,744,RF,7,1997,12.0,33.0
696,3,0,2,0,,0,,0,2,745,RF,6,2012,0.0,0.0
697,4,22,4,0,,1,,0,27,745,RF,6,2012,0.0,0.0
698,12,0,0,0,,0,,0,0,745,RF,6,2012,0.0,0.0
699,15,0,1,0,,0,,0,2,745,RF,6,2012,1.0,0.0
700,18,0,0,0,,0,,0,0,745,RF,6,2012,0.0,0.0
701,22,0,0,0,,0,,0,0,745,RF,6,2012,0.0,0.0
702,33,0,0,0,,0,,0,0,745,RF,6,2012,0.0,0.0
703,Total,22,7,0,,1,,0,31,745,RF,6,2012,1.0,0.0
704,3,0,4,0,0.0,0,0.0,0,4,755,RF,10,2000,,
705,4,0,139,0,18.0,4,0.0,1,162,755,RF,10,2000,,
706,12,0,0,0,2.0,3,0.0,0,5,755,RF,10,2000,,
707,21,0,31,0,41.0,16,0.0,0,88,755,RF,10,2000,,
708,22,0,4,0,1.0,3,0.0,1,9,755,RF,10,2000,,
709,27,0,0,0,0.0,0,0.0,0,0,755,RF,10,2000,,
710,33,0,2,0,0.0,1,0.0,1,4,755,RF,10,2000,,
711,Total,0,180,0,62.0,27,0.0,3,272,755,RF,10,2000,,
712,3,0,0,0,0.0,0,0.0,0,0,7613,RF,5,1985,,
713,4,2,102,18,16.0,10,0.0,0,148,7613,RF,5,1985,,
714,12,0,2,0,12.0,2,0.0,0,16,7613,RF,5,1985,,
715,21,0,4,1,4.0,2,0.0,0,11,7613,RF,5,1985,,
716,22,0,0,0,1.0,0,0.0,0,1,7613,RF,5,1985,,
717,27,0,1,0,1.0,2,0.0,0,4,7613,RF,5,1985,,
718,33,1,1,0,0.0,0,0.0,0,2,7613,RF,5,1985,,
719,Total,3,110,19,34.0,16,0.0,0,182,7613,RF,5,1985,,
720,3,2,19,0,0.0,0,0.0,0,21,7622,RF,10,2008,,
721,4,0,70,0,10.0,1,0.0,0,81,7622,RF,10,2008,,
722,12,0,1,0,1.0,0,0.0,0,2,7622,RF,10,2008,,
723,21,0,9,0,8.0,0,0.0,0,17,7622,RF,10,2008,,
724,22,0,0,0,0.0,0,0.0,0,0,7622,RF,10,2008,,
725,27,0,0,0,0.0,0,0.0,0,0,7622,RF,10,2008,,
726,33,0,0,0,0.0,0,0.0,0,0,7622,RF,10,2008,,
727,Total,2,99,0,19.0,1,0.0,0,121,7622,RF,10,2008,,
728,3,4,17,0,0.0,0,0.0,0,21,7622,RF,5,2014,,
729,4,4,68,6,5.0,0,0.0,0,83,7622,RF,5,2014,,
730,12,0,2,0,0.0,0,0.0,0,2,7622,RF,5,2014,,
731,21,0,6,1,8.0,0,0.0,0,15,7622,RF,5,2014,,
732,22,0,0,0,0.0,0,0.0,0,0,7622,RF,5,2014,,
733,27,0,0,0,0.0,0,0.0,0,0,7622,RF,5,2014,,
734,33,0,0,0,0.0,0,0.0,0,0,7622,RF,5,2014,,
735,Total,8,93,7,13.0,0,0.0,0,121,7622,RF,5,2014,,
736,3,1,15,1,,0,,0,17,7621,RF,6,2014,0.0,0.0
737,4,0,17,0,,0,,0,22,7621,RF,6,2014,5.0,0.0
738,12,0,1,0,,0,,0,1,7621,RF,6,2014,0.0,0.0
739,15,0,4,1,,0,,0,24,7621,RF,6,2014,19.0,0.0
740,18,0,0,0,,0,,0,0,7621,RF,6,2014,0.0,0.0
741,22,0,0,0,,0,,0,0,7621,RF,6,2014,0.0,0.0
742,33,0,0,0,,0,,0,0,7621,RF,6,2014,0.0,0.0
743,Total,1,37,2,,0,,0,64,7621,RF,6,2014,24.0,0.0
744,3,0,1,0,0.0,0,0.0,0,1,7421,RF,11,1987,,
745,4,0,61,8,4.0,0,0.0,0,73,7421,RF,11,1987,,
746,12,0,0,0,1.0,1,0.0,0,2,7421,RF,11,1987,,
747,21,0,1,2,3.0,2,0.0,0,8,7421,RF,11,1987,,
748,22,0,0,0,0.0,0,0.0,0,0,7421,RF,11,1987,,
749,27,0,0,0,0.0,0,0.0,0,0,7421,RF,11,1987,,
750,33,0,0,0,0.0,0,0.0,0,0,7421,RF,11,1987,,
751,Total,0,63,10,8.0,3,0.0,0,84,7421,RF,11,1987,,
752,3,0,21,0,0.0,0,0.0,0,21,7622,RF,11,2001,,
753,4,0,74,0,4.0,0,0.0,0,78,7622,RF,11,2001,,
754,12,0,2,0,0.0,0,0.0,0,2,7622,RF,11,2001,,
755,21,0,14,0,6.0,0,0.0,0,20,7622,RF,11,2001,,
756,22,0,0,0,0.0,0,0.0,0,0,7622,RF,11,2001,,
