,classes,3,4,12,15,18,22,33,Total,bacia,model,version,year
288,3,1,1,0,0,0,0,0,2,76116,Spatial,9,2013
289,4,5,96,13,0,0,4,0,118,76116,Spatial,9,2013
290,12,0,0,0,0,0,4,0,4,76116,Spatial,9,2013
291,15,0,0,0,0,0,0,0,0,76116,Spatial,9,2013
292,18,0,0,0,0,0,0,0,0,76116,Spatial,9,2013
293,22,0,0,0,0,0,0,0,0,76116,Spatial,9,2013
294,33,0,0,0,0,0,0,9,9,76116,Spatial,9,2013
295,Total,6,97,13,0,0,8,9,133,76116,Spatial,9,2013
296,3,15,8,0,0,0,1,0,24,753,Spatial,9,2016
297,4,63,223,3,0,0,12,0,301,753,Spatial,9,2016
298,12,0,7,0,0,0,2,0,9,753,Spatial,9,2016
299,15,0,0,0,0,0,0,0,0,753,Spatial,9,2016
300,18,0,0,0,0,0,0,0,0,753,Spatial,9,2016
301,22,4,1,0,0,0,16,0,21,753,Spatial,9,2016
302,33,4,4,1,0,0,0,5,14,753,Spatial,9,2016
303,Total,86,243,4,0,0,31,5,369,753,Spatial,9,2016
304,3,1,1,0,0,0,0,0,2,771,Spatial,9,2016
305,4,4,86,13,0,0,0,0,103,771,Spatial,9,2016
306,12,0,0,1,0,0,0,0,1,771,Spatial,9,2016
307,15,0,0,0,0,0,0,0,0,771,Spatial,9,2016
308,18,0,0,0,0,0,0,0,0,771,Spatial,9,2016
309,22,0,0,0,0,0,1,0,1,771,Spatial,9,2016
310,33,0,0,0,0,0,0,0,0,771,Spatial,9,2016
311,Total,5,87,14,0,0,1,0,107,771,Spatial,9,2016
312,3,0,14,0,0,0,0,0,14,765,Spatial,9,2012
313,4,0,84,0,0,0,2,0,86,765,Spatial,9,2012
314,12,0,0,0,0,0,0,0,0,765,Spatial,9,2012
315,15,0,0,0,0,0,0,0,0,765,Spatial,9,2012
316,18,0,0,0,0,0,0,0,0,765,Spatial,9,2012
317,22,0,2,0,0,0,4,0,6,765,Spatial,9,2012
318,33,0,0,0,0,0,0,2,2,765,Spatial,9,2012
319,Total,0,100,0,0,0,6,2,108,765,Spatial,9,2012
320,3,0,0,0,0,0,0,0,0,773,Spatial,5,2006
321,4,0,3,0,0,0,0,0,3,773,Spatial,5,2006
322,12,0,1,0,0,0,0,0,1,773,Spatial,5,2006
323,15,0,0,0,0,0,0,0,0,773,Spatial,5,2006
324,18,0,0,0,0,0,0,0,0,773,Spatial,5,2006
325,22,0,0,0,0,0,1,0,1,773,Spatial,5,2006
326,33,0,0,0,0,0,0,0,0,773,Spatial,5,2006
327,Total,0,4,0,0,0,1,0,5,773,Spatial,5,2006
328,3,1,12,0,0,0,0,0,13,7621,Spatial,9,2001
329,4,0,22,0,0,0,0,0,22,7621,Spatial,9,2001
330,12,0,1,0,0,0,0,0,1,7621,Spatial,9,2001
331,15,0,0,0,0,0,0,0,0,7621,Spatial,9,2001
332,18,0,0,0,0,0,0,0,0,7621,Spatial,9,2001
333,22,0,0,0,0,0,0,0,0,7621,Spatial,9,2001
334,33,0,0,0,0,0,0,0,0,7621,Spatial,9,2001
335,Total,1,35,0,0,0,0,0,36,7621,Spatial,9,2001
336,3,0,1,0,0,0,0,0,1,757,Spatial,9,1988
337,4,0,98,12,0,0,2,1,113,757,Spatial,9,1988
338,12,0,1,1,0,0,0,0,2,757,Spatial,9,1988
339,15,0,0,0,0,0,0,0,0,757,Spatial,9,1988
340,18,0,0,0,0,0,0,0,0,757,Spatial,9,1988
341,22,0,0,0,0,0,1,0,1,757,Spatial,9,1988
342,33,0,1,0,0,0,0,3,4,757,Spatial,9,1988
343,Total,0,101,13,0,0,3,4,121,757,Spatial,9,1988
344,3,7,4,0,0,0,0,0,11,776,Spatial,9,2017
345,4,10,129,9,0,0,0,0,148,776,Spatial,9,2017
346,12,0,0,8,0,0,1,0,9,776,Spatial,9,2017
347,15,0,0,0,0,0,0,0,0,776,Spatial,9,2017
348,18,0,0,0,0,0,0,0,0,776,Spatial,9,2017
349,22,0,0,2,0,0,0,0,2,776,Spatial,9,2017
350,33,0,0,0,0,0,0,1,1,776,Spatial,9,2017
351,Total,17,133,19,0,0,1,1,171,776,Spatial,9,2017
352,3,0,8,0,0,0,0,0,8,764,Spatial,9,2007
353,4,0,23,0,0,0,1,0,24,764,Spatial,9,2007
354,12,0,0,0,0,0,0,0,0,764,Spatial,9,2007
355,15,0,0,0,0,0,0,0,0,764,Spatial,9,2007
356,18,0,0,0,0,0,0,0,0,764,Spatial,9,2007
357,22,0,1,0,0,0,1,0,2,764,Spatial,9,2007
358,33,0,0,0,0,0,0,0,0,764,Spatial,9,2007
359,Total,0,32,0,0,0,2,0,34,764,Spatial,9,2007
360,3,7,7,0,0,0,0,0,14,776,Spatial,9,1997
361,4,26,113,10,0,0,0,0,149,776,Spatial,9,1997
362,12,1,2,3,0,0,3,0,9,776,Spatial,9,1997
363,15,0,0,0,0,0,0,0,0,776,Spatial,9,1997
364,18,0,0,0,0,0,0,0,0,776,Spatial,9,1997
365,22,0,0,0,0,0,1,0,1,776,Spatial,9,1997
366,33,0,0,0,0,0,0,1,1,776,Spatial,9,1997
367,Total,34,122,13,0,0,4,1,174,776,Spatial,9,1997
368,3,14,1,0,0,0,3,0,18,751,Spatial,5,1992
369,4,77,63,1,0,0,0,0,141,751,Spatial,5,1992
370,12,1,7,0,0,0,1,0,9,751,Spatial,5,1992
371,15,0,0,0,0,0,0,0,0,751,Spatial,5,1992
372,18,0,0,0,0,0,0,0,0,751,Spatial,5,1992
373,22,0,5,0,0,0,5,0,10,751,Spatial,5,1992
374,33,0,1,1,0,0,1,0,3,751,Spatial,5,1992
375,Total,92,77,2,0,0,10,0,181,751,Spatial,5,1992
376,3,41,15,0,0,0,0,0,56,746,Spatial,9,1996
377,4,54,149,0,0,0,0,0,203,746,Spatial,9,1996
378,12,0,3,0,0,0,0,0,3,746,Spatial,9,1996
379,15,0,0,0,0,0,0,0,0,746,Spatial,9,1996
380,18,0,0,0,0,0,0,0,0,746,Spatial,9,1996
381,22,0,0,0,0,0,2,0,2,746,Spatial,9,1996
382,33,0,0,0,0,0,0,1,1,746,Spatial,9,1996
383,Total,95,167,0,0,0,2,1,265,746,Spatial,9,1996
384,3,2,4,0,0,0,0,0,6,759,Spatial,9,1990
385,4,1,23,2,0,0,1,0,27,759,Spatial,9,1990
386,12,0,0,0,0,0,0,0,0,759,Spatial,9,1990
387,15,0,0,0,0,0,0,0,0,759,Spatial,9,1990
388,18,0,0,0,0,0,0,0,0,759,Spatial,9,1990
389,22,0,1,0,0,0,0,0,1,759,Spatial,9,1990
390,33,0,0,0,0,0,0,1,1,759,Spatial,9,1990
391,Total,3,28,2,0,0,1,1,35,759,Spatial,9,1990
392,3,0,5,0,0,0,1,0,6,7619,Spatial,5,2013
393,4,6,183,70,0,0,10,0,269,7619,Spatial,5,2013
394,12,0,1,6,0,0,3,0,10,7619,Spatial,5,2013
395,15,0,0,0,0,0,0,0,0,7619,Spatial,5,2013
396,18,0,0,0,0,0,0,0,0,7619,Spatial,5,2013
397,22,1,0,0,0,0,0,0,1,7619,Spatial,5,2013
398,33,0,0,0,0,0,1,0,1,7619,Spatial,5,2013
399,Total,7,189,76,0,0,15,0,287,7619,Spatial,5,2013
400,3,19,6,0,0,0,1,0,26,753,Spatial,9,2005
401,4,93,204,0,0,0,6,0,303,753,Spatial,9,2005
402,12,2,3,0,0,0,2,0,7,753,Spatial,9,2005
403,15,0,0,0,0,0,0,0,0,753,Spatial,9,2005
404,18,0,0,0,0,0,0,0,0,753,Spatial,9,2005
405,22,5,1,1,0,0,14,0,21,753,Spatial,9,2005
406,33,5,1,0,0,0,0,10,16,753,Spatial,9,2005
407,Total,124,215,1,0,0,23,10,373,753,Spatial,9,2005
408,3,0,0,0,0,0,0,0,0,7616,Spatial,9,2014
409,4,0,66,10,0,0,3,0,79,7616,Spatial,9,2014
410,12,0,0,3,0,0,0,0,3,7616,Spatial,9,2014
411,15,0,0,0,0,0,0,0,0,7616,Spatial,9,2014
412,18,0,0,0,0,0,0,0,0,7616,Spatial,9,2014
413,22,0,0,0,0,0,0,0,0,7616,Spatial,9,2014
414,33,0,0,0,0,0,0,0,0,7616,Spatial,9,2014
415,Total,0,66,13,0,0,3,0,82,7616,Spatial,9,2014
416,3,1,1,0,0,0,0,0,2,771,Spatial,9,2018
417,4,4,84,14,0,0,2,0,104,771,Spatial,9,2018
418,12,1,1,0,0,0,0,0,2,771,Spatial,9,2018
419,15,0,0,0,0,0,0,0,0,771,Spatial,9,2018
420,18,0,0,0,0,0,0,0,0,771,Spatial,9,2018
421,22,0,1,1,0,0,0,0,2,771,Spatial,9,2018
422,33,0,0,0,0,0,0,0,0,771,Spatial,9,2018
