,classes,3,4,12,15,18,22,33,Total,bacia,model,version,year,27
404,33,6,13,3,4,0,4,90,123,Caatinga,GTB,10,1994,3.0
405,Total,641,5345,420,2326,283,584,133,9955,Caatinga,GTB,10,1994,223.0
406,3,0,6,2,0,5,0,0,13,757,GTB,10,2002,0.0
407,4,0,101,15,32,26,10,0,184,757,GTB,10,2002,0.0
408,12,0,1,2,0,2,0,0,5,757,GTB,10,2002,0.0
409,15,0,23,10,104,32,18,0,187,757,GTB,10,2002,0.0
410,18,0,3,2,6,1,3,0,15,757,GTB,10,2002,0.0
411,22,0,1,1,1,0,0,0,3,757,GTB,10,2002,0.0
412,27,0,2,1,0,0,0,0,3,757,GTB,10,2002,0.0
413,33,0,2,2,0,1,0,2,7,757,GTB,10,2002,0.0
414,Total,0,139,35,143,67,31,2,417,757,GTB,10,2002,0.0
415,3,1,15,0,1,0,0,0,17,7621,GTB,10,2012,0.0
416,4,0,21,0,2,0,0,0,23,7621,GTB,10,2012,0.0
417,12,0,1,0,0,0,0,0,1,7621,GTB,10,2012,0.0
418,15,0,4,0,11,8,0,0,23,7621,GTB,10,2012,0.0
419,18,0,0,0,0,0,0,0,0,7621,GTB,10,2012,0.0
420,22,0,0,0,0,0,0,0,0,7621,GTB,10,2012,0.0
421,27,0,0,0,0,0,0,0,0,7621,GTB,10,2012,0.0
422,33,0,0,0,0,0,0,0,0,7621,GTB,10,2012,0.0
423,Total,1,41,0,14,8,0,0,64,7621,GTB,10,2012,0.0
424,3,0,0,0,0,0,0,0,0,773,GTB,7,1989,
425,4,0,4,0,1,0,0,0,5,773,GTB,7,1989,
426,12,0,1,0,0,0,0,0,1,773,GTB,7,1989,
427,15,0,3,0,7,4,0,0,14,773,GTB,7,1989,
428,18,0,0,0,0,0,0,0,0,773,GTB,7,1989,
429,22,0,0,0,0,0,0,0,0,773,GTB,7,1989,
430,33,0,0,0,0,0,0,0,0,773,GTB,7,1989,
431,Total,0,8,0,8,4,0,0,20,773,GTB,7,1989,
432,3,0,17,0,0,0,3,0,21,751,GTB,9,2006,1.0
433,4,0,140,0,5,0,2,0,147,751,GTB,9,2006,0.0
434,12,0,4,1,3,0,0,0,8,751,GTB,9,2006,0.0
435,15,0,28,1,8,0,2,0,39,751,GTB,9,2006,0.0
436,18,0,6,0,0,0,0,0,6,751,GTB,9,2006,0.0
437,22,0,4,0,0,0,3,0,10,751,GTB,9,2006,3.0
438,27,0,0,0,0,0,0,0,0,751,GTB,9,2006,0.0
439,33,0,1,1,0,0,1,0,3,751,GTB,9,2006,0.0
440,Total,0,200,3,16,0,11,0,234,751,GTB,9,2006,4.0
441,3,1,0,0,0,0,0,0,1,775,GTB,7,1998,
442,4,1,1,0,0,1,0,0,3,775,GTB,7,1998,
443,12,0,1,0,0,0,0,0,1,775,GTB,7,1998,
444,15,0,2,0,2,0,0,0,4,775,GTB,7,1998,
445,18,0,0,0,0,0,0,0,0,775,GTB,7,1998,
446,22,0,0,0,0,0,0,0,0,775,GTB,7,1998,
447,33,0,0,0,0,0,0,0,0,775,GTB,7,1998,
448,Total,2,4,0,2,1,0,0,9,775,GTB,7,1998,
449,3,0,3,0,0,0,0,0,3,755,GTB,5,2012,0.0
450,4,7,133,1,18,0,4,0,163,755,GTB,5,2012,0.0
451,12,0,0,1,2,0,2,0,5,755,GTB,5,2012,0.0
452,15,1,19,0,39,0,20,0,79,755,GTB,5,2012,0.0
453,18,1,3,0,2,0,4,0,10,755,GTB,5,2012,0.0
454,22,0,1,0,2,0,6,0,11,755,GTB,5,2012,2.0
455,27,0,0,0,0,0,0,0,0,755,GTB,5,2012,0.0
456,33,1,1,0,0,0,0,2,4,755,GTB,5,2012,0.0
457,Total,10,160,2,63,0,36,2,275,755,GTB,5,2012,2.0
458,3,2,3,0,1,0,0,0,6,752,GTB,9,1997,0.0
459,4,11,76,7,11,0,4,0,126,752,GTB,9,1997,17.0
460,12,0,2,1,1,0,0,0,4,752,GTB,9,1997,0.0
461,15,3,6,5,5,0,6,0,29,752,GTB,9,1997,4.0
462,18,2,1,0,0,0,0,0,3,752,GTB,9,1997,0.0
463,22,0,0,0,1,0,3,0,4,752,GTB,9,1997,0.0
464,27,0,0,0,0,0,0,0,0,752,GTB,9,1997,0.0
465,33,0,0,0,1,0,0,2,3,752,GTB,9,1997,0.0
466,Total,18,88,13,20,0,13,2,175,752,GTB,9,1997,21.0
467,3,1,1,0,0,0,0,0,2,76116,GTB,9,1999,0.0
468,4,4,93,21,19,0,4,0,141,76116,GTB,9,1999,0.0
469,12,0,1,1,2,0,1,0,5,76116,GTB,9,1999,0.0
470,15,0,33,6,32,0,18,0,97,76116,GTB,9,1999,8.0
471,18,0,0,0,0,0,0,0,0,76116,GTB,9,1999,0.0
472,22,0,0,0,0,0,0,0,0,76116,GTB,9,1999,0.0
473,27,0,1,0,0,0,0,0,1,76116,GTB,9,1999,0.0
474,33,0,0,0,0,0,0,9,9,76116,GTB,9,1999,0.0
475,Total,5,129,28,53,0,23,9,255,76116,GTB,9,1999,8.0
476,3,53,58,1,11,8,0,0,131,Caatinga,GTB,7,1992,
477,4,188,1205,211,213,287,55,11,2170,Caatinga,GTB,7,1992,
478,12,5,14,31,16,22,27,3,118,Caatinga,GTB,7,1992,
479,15,23,157,60,317,185,83,1,826,Caatinga,GTB,7,1992,
480,18,2,12,2,13,9,4,0,42,Caatinga,GTB,7,1992,
481,22,1,2,5,3,4,13,0,28,Caatinga,GTB,7,1992,
482,33,4,1,6,0,4,3,53,71,Caatinga,GTB,7,1992,
483,Total,276,1449,316,573,519,185,68,3386,Caatinga,GTB,7,1992,
484,3,17,13,2,0,0,0,0,32,746,GTB,5,2013,0.0
485,4,16,78,27,9,0,0,0,130,746,GTB,5,2013,0.0
486,12,1,0,2,0,0,0,0,3,746,GTB,5,2013,0.0
487,15,0,3,6,5,0,2,0,16,746,GTB,5,2013,0.0
488,18,0,0,0,1,0,0,0,1,746,GTB,5,2013,0.0
489,22,0,1,1,0,0,2,0,4,746,GTB,5,2013,0.0
490,27,0,0,0,0,0,0,0,0,746,GTB,5,2013,0.0
491,33,0,0,0,0,0,0,1,1,746,GTB,5,2013,0.0
492,Total,34,95,38,15,0,4,1,187,746,GTB,5,2013,0.0
493,3,3,7,1,0,0,0,0,11,744,GTB,10,2008,0.0
494,4,29,402,15,90,0,8,1,545,744,GTB,10,2008,0.0
495,12,0,2,8,6,0,5,0,21,744,GTB,10,2008,0.0
496,15,1,35,14,71,0,20,0,141,744,GTB,10,2008,0.0
497,18,0,6,0,5,0,2,0,13,744,GTB,10,2008,0.0
498,22,0,0,1,0,0,1,0,2,744,GTB,10,2008,0.0
499,27,0,0,0,0,0,0,0,0,744,GTB,10,2008,0.0
500,33,0,1,0,0,0,1,0,2,744,GTB,10,2008,0.0
501,Total,33,453,39,172,0,37,1,735,744,GTB,10,2008,0.0
502,3,2,4,0,0,0,0,0,6,767,GTB,7,1994,
503,4,5,23,1,5,11,0,0,45,767,GTB,7,1994,
504,12,0,0,0,0,0,0,0,0,767,GTB,7,1994,
505,15,2,4,0,22,4,1,0,33,767,GTB,7,1994,
506,18,0,0,0,1,0,0,0,1,767,GTB,7,1994,
507,22,0,0,0,0,0,0,0,0,767,GTB,7,1994,
508,33,0,0,0,0,0,0,0,0,767,GTB,7,1994,
509,Total,9,31,1,28,15,1,0,85,767,GTB,7,1994,
510,3,0,0,0,0,0,0,0,0,771,GTB,6,1994,
511,4,1,16,10,4,0,2,0,33,771,GTB,6,1994,
512,12,0,0,0,0,0,0,0,0,771,GTB,6,1994,
513,15,0,1,1,9,0,1,0,12,771,GTB,6,1994,
514,18,0,0,0,0,0,0,0,0,771,GTB,6,1994,
515,22,0,0,0,0,0,0,0,0,771,GTB,6,1994,
516,33,0,0,0,0,0,0,0,0,771,GTB,6,1994,
517,Total,1,17,11,13,0,3,0,45,771,GTB,6,1994,
518,3,0,0,0,0,0,0,0,0,7617,GTB,7,1990,
519,4,0,76,29,11,14,1,0,131,7617,GTB,7,1990,
520,12,0,1,1,2,1,0,0,5,7617,GTB,7,1990,
521,15,0,1,2,7,2,4,0,16,7617,GTB,7,1990,
522,18,0,1,2,0,1,0,0,4,7617,GTB,7,1990,
523,22,0,0,0,0,0,0,0,0,7617,GTB,7,1990,
524,33,0,0,0,0,0,1,29,30,7617,GTB,7,1990,
525,Total,0,79,34,20,18,6,29,186,7617,GTB,7,1990,
526,3,3,3,0,0,0,0,0,6,744,GTB,6,2015,
527,4,20,186,24,16,0,2,1,249,744,GTB,6,2015,
528,12,0,2,5,2,0,2,0,11,744,GTB,6,2015,
529,15,0,7,5,26,0,7,0,45,744,GTB,6,2015,
530,18,0,3,1,1,0,0,0,5,744,GTB,6,2015,
531,22,0,0,1,0,0,0,0,1,744,GTB,6,2015,
532,33,0,1,0,0,0,0,0,1,744,GTB,6,2015,
533,Total,23,202,36,45,0,11,1,318,744,GTB,6,2015,
534,3,12,2,0,0,0,0,0,14,763,GTB,7,1989,
535,4,30,74,6,11,15,0,0,136,763,GTB,7,1989,
536,12,0,0,4,0,5,1,0,10,763,GTB,7,1989,
537,15,0,12,4,40,24,7,0,87,763,GTB,7,1989,
538,18,0,0,0,0,0,0,0,0,763,GTB,7,1989,
539,22,0,0,1,0,0,1,0,2,763,GTB,7,1989,
540,33,0,0,0,0,0,0,1,1,763,GTB,7,1989,
541,Total,42,88,15,51,44,9,1,250,763,GTB,7,1989,
542,3,0,1,0,0,0,0,0,1,775,GTB,7,2011,
543,4,1,1,0,0,1,0,0,3,775,GTB,7,2011,
544,12,0,1,0,0,0,0,0,1,775,GTB,7,2011,
545,15,0,1,0,1,0,2,0,4,775,GTB,7,2011,
546,18,0,0,0,0,0,0,0,0,775,GTB,7,2011,
547,22,0,0,0,0,0,0,0,0,775,GTB,7,2011,
548,33,0,0,0,0,0,0,0,0,775,GTB,7,2011,
549,Total,1,4,0,1,1,2,0,9,775,GTB,7,2011,
550,3,1,3,0,0,0,0,0,4,7422,GTB,6,1996,
551,4,5,74,7,11,0,2,0,99,7422,GTB,6,1996,
552,12,0,1,0,3,0,2,0,6,7422,GTB,6,1996,
553,15,2,10,0,16,0,4,0,32,7422,GTB,6,1996,
554,18,0,0,0,0,0,0,0,0,7422,GTB,6,1996,
555,22,0,0,0,0,0,0,0,0,7422,GTB,6,1996,
556,33,0,0,0,0,0,0,2,2,7422,GTB,6,1996,
557,Total,8,88,7,30,0,8,2,143,7422,GTB,6,1996,
558,3,0,0,0,0,0,0,0,0,773,GTB,9,2002,0.0
559,4,0,4,0,0,0,1,0,5,773,GTB,9,2002,0.0
560,12,0,1,0,0,0,0,0,1,773,GTB,9,2002,0.0
561,15,0,8,2,26,0,2,0,38,773,GTB,9,2002,0.0
562,18,0,0,0,0,0,0,0,0,773,GTB,9,2002,0.0
563,22,0,0,0,2,0,1,0,3,773,GTB,9,2002,0.0
564,27,0,0,0,0,0,0,0,0,773,GTB,9,2002,0.0
565,33,0,0,0,0,0,0,0,0,773,GTB,9,2002,0.0
566,Total,0,13,2,28,0,4,0,47,773,GTB,9,2002,0.0
567,3,0,0,0,0,0,0,0,0,773,GTB,7,2013,
568,4,0,1,0,0,1,0,0,2,773,GTB,7,2013,
569,12,0,1,0,0,0,0,0,1,773,GTB,7,2013,
570,15,2,4,0,11,0,0,0,17,773,GTB,7,2013,
571,18,0,0,0,0,0,0,0,0,773,GTB,7,2013,
572,22,0,0,0,0,0,0,0,0,773,GTB,7,2013,
573,33,0,0,0,0,0,0,0,0,773,GTB,7,2013,
574,Total,2,6,0,11,1,0,0,20,773,GTB,7,2013,
575,3,0,0,0,0,0,0,0,0,7618,GTB,6,1987,
576,4,1,51,9,3,0,1,0,65,7618,GTB,6,1987,
577,12,0,1,0,0,0,0,0,1,7618,GTB,6,1987,
578,15,0,1,1,16,0,0,0,18,7618,GTB,6,1987,
579,18,0,0,0,0,0,0,0,0,7618,GTB,6,1987,
580,22,0,0,0,0,0,1,0,1,7618,GTB,6,1987,
581,33,0,0,0,0,0,0,0,0,7618,GTB,6,1987,
582,Total,1,53,10,19,0,2,0,85,7618,GTB,6,1987,
583,3,0,8,0,0,0,0,0,8,759,GTB,10,1986,0.0
584,4,6,36,5,8,0,1,0,58,759,GTB,10,1986,2.0
585,12,0,0,0,0,0,0,0,0,759,GTB,10,1986,0.0
586,15,2,30,10,30,0,7,0,83,759,GTB,10,1986,4.0
587,18,0,0,0,0,0,0,0,0,759,GTB,10,1986,0.0
588,22,0,0,0,2,0,0,0,2,759,GTB,10,1986,0.0
589,27,3,11,0,6,0,2,0,25,759,GTB,10,1986,3.0
590,33,0,1,0,0,0,0,0,1,759,GTB,10,1986,0.0
591,Total,11,86,15,46,0,10,0,177,759,GTB,10,1986,9.0
592,3,4,3,0,0,0,0,0,7,753,GTB,6,2012,
593,4,8,67,0,0,0,3,0,78,753,GTB,6,2012,
594,12,0,1,0,0,0,1,0,2,753,GTB,6,2012,
595,15,2,18,0,1,0,4,0,25,753,GTB,6,2012,
596,18,0,4,0,0,0,5,0,9,753,GTB,6,2012,
597,22,0,1,0,0,0,2,0,3,753,GTB,6,2012,
598,33,1,1,1,0,0,2,0,5,753,GTB,6,2012,
599,Total,15,95,1,1,0,17,0,129,753,GTB,6,2012,
600,3,1,6,0,0,0,0,0,8,759,GTB,10,1995,1.0
601,4,4,36,0,15,0,3,0,61,759,GTB,10,1995,3.0
602,12,0,0,0,0,0,0,0,0,759,GTB,10,1995,0.0
603,15,4,35,3,42,0,7,0,102,759,GTB,10,1995,11.0
604,18,0,0,0,0,0,1,0,1,759,GTB,10,1995,0.0
605,22,0,0,1,2,0,1,0,4,759,GTB,10,1995,0.0
606,27,0,0,0,0,0,0,0,0,759,GTB,10,1995,0.0
607,33,0,1,0,0,0,0,0,1,759,GTB,10,1995,0.0
608,Total,9,78,4,59,0,12,0,177,759,GTB,10,1995,15.0
609,3,0,5,1,1,0,0,0,7,7619,GTB,9,1988,0.0
610,4,0,201,46,14,7,7,1,276,7619,GTB,9,1988,0.0
611,12,0,1,3,3,0,2,1,12,7619,GTB,9,1988,2.0
612,15,0,5,1,26,24,4,1,61,7619,GTB,9,1988,0.0
613,18,0,2,0,0,0,0,0,2,7619,GTB,9,1988,0.0
614,22,0,1,0,0,0,0,0,1,7619,GTB,9,1988,0.0
615,27,0,0,0,0,0,0,0,0,7619,GTB,9,1988,0.0
616,33,0,0,0,1,0,0,2,3,7619,GTB,9,1988,0.0
617,Total,0,215,51,45,31,13,5,362,7619,GTB,9,1988,2.0
618,3,1,19,0,1,0,0,1,22,7622,GTB,9,1998,0.0
619,4,3,66,0,4,2,1,0,76,7622,GTB,9,1998,0.0
620,12,0,1,0,1,0,0,0,2,7622,GTB,9,1998,0.0
621,15,0,10,0,8,1,1,0,20,7622,GTB,9,1998,0.0
622,18,0,1,0,0,0,0,0,1,7622,GTB,9,1998,0.0
623,22,0,0,0,0,0,0,0,0,7622,GTB,9,1998,0.0
624,27,0,0,0,0,0,0,0,0,7622,GTB,9,1998,0.0
625,33,0,0,0,0,0,0,0,0,7622,GTB,9,1998,0.0
626,Total,4,97,0,14,3,2,1,121,7622,GTB,9,1998,0.0
627,3,2,0,0,0,0,0,0,2,741,GTB,5,2013,0.0
628,4,10,61,2,1,0,2,0,76,741,GTB,5,2013,0.0
629,12,0,0,0,3,0,1,0,4,741,GTB,5,2013,0.0
630,15,3,8,1,10,0,1,0,23,741,GTB,5,2013,0.0
631,18,1,0,0,0,0,2,0,3,741,GTB,5,2013,0.0
632,22,0,0,0,0,0,0,0,0,741,GTB,5,2013,0.0
633,27,0,0,0,0,0,0,0,0,741,GTB,5,2013,0.0
634,33,0,0,0,0,0,0,2,2,741,GTB,5,2013,0.0
635,Total,16,69,3,14,0,6,2,110,741,GTB,5,2013,0.0
636,3,0,1,0,0,0,0,0,1,751,GTB,6,1999,
637,4,0,0,0,0,0,0,0,0,751,GTB,6,1999,
638,12,0,1,0,0,0,0,0,1,751,GTB,6,1999,
639,15,0,0,0,0,0,0,0,0,751,GTB,6,1999,
640,18,0,0,0,0,0,0,0,0,751,GTB,6,1999,
641,22,0,0,0,0,0,2,0,2,751,GTB,6,1999,
642,33,0,0,0,0,0,0,0,0,751,GTB,6,1999,
643,Total,0,2,0,0,0,2,0,4,751,GTB,6,1999,
644,3,0,21,0,0,0,0,0,21,746,GTB,6,2017,
645,4,0,69,2,7,0,0,0,78,746,GTB,6,2017,
646,12,0,0,0,0,0,0,0,0,746,GTB,6,2017,
647,15,0,4,0,2,0,1,0,7,746,GTB,6,2017,
648,18,0,0,0,0,0,0,0,0,746,GTB,6,2017,
649,22,0,1,0,0,0,1,0,2,746,GTB,6,2017,
650,33,0,0,0,0,0,0,0,0,746,GTB,6,2017,
651,Total,0,95,2,9,0,2,0,108,746,GTB,6,2017,
652,3,4,19,0,0,0,0,0,23,7622,GTB,9,1987,0.0
653,4,2,72,0,6,0,0,0,80,7622,GTB,9,1987,0.0
654,12,0,1,0,1,0,0,0,2,7622,GTB,9,1987,0.0
655,15,0,1,0,10,2,2,0,15,7622,GTB,9,1987,0.0
656,18,0,0,0,1,0,0,0,1,7622,GTB,9,1987,0.0
657,22,0,0,0,0,0,0,0,0,7622,GTB,9,1987,0.0
658,27,0,0,0,0,0,0,0,0,7622,GTB,9,1987,0.0
659,33,0,0,0,0,0,0,0,0,7622,GTB,9,1987,0.0
660,Total,6,93,0,18,2,2,0,121,7622,GTB,9,1987,0.0
661,3,1,3,0,0,0,0,0,4,7422,GTB,6,2002,
662,4,2,64,11,20,0,0,0,97,7422,GTB,6,2002,
663,12,0,1,1,4,0,1,0,7,7422,GTB,6,2002,
664,15,1,9,0,22,0,1,1,34,7422,GTB,6,2002,
665,18,0,0,0,0,0,0,0,0,7422,GTB,6,2002,
666,22,0,0,0,0,0,0,0,0,7422,GTB,6,2002,
667,33,0,0,0,0,0,0,1,1,7422,GTB,6,2002,
668,Total,4,77,12,46,0,2,2,143,7422,GTB,6,2002,
669,3,0,0,0,0,0,0,0,0,756,GTB,6,2021,
670,4,0,3,1,4,0,0,0,8,756,GTB,6,2021,
671,12,0,0,0,0,0,0,0,0,756,GTB,6,2021,
672,15,0,0,0,0,0,0,0,0,756,GTB,6,2021,
673,18,0,0,0,0,0,0,0,0,756,GTB,6,2021,
674,22,0,0,0,0,0,0,0,0,756,GTB,6,2021,
675,33,0,0,1,0,0,0,0,1,756,GTB,6,2021,
676,Total,0,3,2,4,0,0,0,9,756,GTB,6,2021,
677,3,1,0,0,0,0,0,0,1,757,GTB,6,1988,
678,4,1,9,1,3,0,0,0,14,757,GTB,6,1988,
679,12,0,1,0,0,0,0,0,1,757,GTB,6,1988,
680,15,0,0,2,6,0,1,0,9,757,GTB,6,1988,
681,18,0,0,0,0,0,0,0,0,757,GTB,6,1988,
682,22,0,0,0,0,0,0,0,0,757,GTB,6,1988,
683,33,0,0,0,0,0,0,1,1,757,GTB,6,1988,
684,Total,2,10,3,9,0,1,1,26,757,GTB,6,1988,
685,3,3,11,0,0,0,0,0,14,765,GTB,5,2015,0.0
686,4,2,78,13,12,0,2,0,107,765,GTB,5,2015,0.0
687,12,0,0,0,0,0,0,0,0,765,GTB,5,2015,0.0
688,15,0,9,7,86,0,6,0,108,765,GTB,5,2015,0.0
689,18,3,0,0,0,0,1,0,4,765,GTB,5,2015,0.0
690,22,0,1,1,0,0,4,0,6,765,GTB,5,2015,0.0
691,27,0,0,0,0,0,0,0,0,765,GTB,5,2015,0.0
692,33,1,0,0,0,0,0,1,2,765,GTB,5,2015,0.0
693,Total,9,99,21,98,0,13,1,241,765,GTB,5,2015,0.0
694,3,1,0,0,0,0,0,0,1,7618,GTB,5,1992,0.0
695,4,2,86,23,5,0,2,0,118,7618,GTB,5,1992,0.0
696,12,0,1,0,1,0,0,1,3,7618,GTB,5,1992,0.0
697,15,0,6,6,45,0,2,0,59,7618,GTB,5,1992,0.0
698,18,0,0,0,0,0,0,0,0,7618,GTB,5,1992,0.0
699,22,0,0,0,0,0,1,0,1,7618,GTB,5,1992,0.0
700,27,0,0,0,0,0,0,0,0,7618,GTB,5,1992,0.0
701,33,0,0,0,0,0,0,0,0,7618,GTB,5,1992,0.0
702,Total,3,93,29,51,0,5,1,182,7618,GTB,5,1992,0.0
703,3,2,3,0,0,0,0,0,5,752,GTB,10,2022,0.0
704,4,12,97,0,11,0,2,0,122,752,GTB,10,2022,0.0
705,12,1,2,0,1,0,0,0,4,752,GTB,10,2022,0.0
706,15,5,15,0,10,0,1,0,31,752,GTB,10,2022,0.0
707,18,1,2,0,0,0,0,0,3,752,GTB,10,2022,0.0
708,22,0,1,0,1,0,2,0,4,752,GTB,10,2022,0.0
709,27,2,2,0,0,0,0,0,4,752,GTB,10,2022,0.0
710,33,0,0,0,0,0,1,1,2,752,GTB,10,2022,0.0
711,Total,23,122,0,23,0,6,1,175,752,GTB,10,2022,0.0
712,3,0,0,1,0,1,0,0,2,7615,GTB,9,2008,0.0
713,4,0,102,51,7,15,5,0,180,7615,GTB,9,2008,0.0
714,12,0,1,6,4,3,7,0,21,7615,GTB,9,2008,0.0
715,15,0,9,16,15,13,15,0,68,7615,GTB,9,2008,0.0
716,18,0,4,2,1,3,1,0,11,7615,GTB,9,2008,0.0
717,22,0,1,0,0,0,3,0,4,7615,GTB,9,2008,0.0
718,27,0,0,0,0,0,0,0,0,7615,GTB,9,2008,0.0
719,33,0,0,0,0,0,0,2,2,7615,GTB,9,2008,0.0
720,Total,0,117,76,27,35,31,2,288,7615,GTB,9,2008,0.0
721,3,0,7,0,0,0,0,0,7,7622,GTB,6,2019,
722,4,0,24,0,0,0,0,0,24,7622,GTB,6,2019,
723,12,0,1,0,0,0,0,0,1,7622,GTB,6,2019,
724,15,0,3,0,2,0,0,0,5,7622,GTB,6,2019,
725,18,0,0,0,0,0,0,0,0,7622,GTB,6,2019,
726,22,0,0,0,0,0,0,0,0,7622,GTB,6,2019,
727,33,0,0,0,0,0,0,0,0,7622,GTB,6,2019,
728,Total,0,35,0,2,0,0,0,37,7622,GTB,6,2019,
729,3,0,0,0,0,0,0,0,0,773,GTB,6,1988,
730,4,2,2,0,1,0,0,0,5,773,GTB,6,1988,
731,12,0,1,0,0,0,0,0,1,773,GTB,6,1988,
732,15,1,1,0,12,0,0,0,14,773,GTB,6,1988,
733,18,0,0,0,0,0,0,0,0,773,GTB,6,1988,
734,22,0,0,0,0,0,0,0,0,773,GTB,6,1988,
735,33,0,0,0,0,0,0,0,0,773,GTB,6,1988,
736,Total,3,4,0,13,0,0,0,20,773,GTB,6,1988,
737,3,1,1,0,0,0,0,0,2,76116,GTB,5,2006,0.0
738,4,4,77,17,40,0,2,0,140,76116,GTB,5,2006,0.0
739,12,0,0,1,3,0,1,0,5,76116,GTB,5,2006,0.0
740,15,0,12,4,74,0,7,0,98,76116,GTB,5,2006,1.0
741,18,0,0,0,1,0,0,0,1,76116,GTB,5,2006,0.0
742,22,0,0,0,0,0,0,0,0,76116,GTB,5,2006,0.0
743,27,0,0,0,0,0,0,0,0,76116,GTB,5,2006,0.0
744,33,0,0,0,0,0,0,9,9,76116,GTB,5,2006,0.0
745,Total,5,90,22,118,0,10,9,255,76116,GTB,5,2006,1.0
746,3,0,0,0,0,0,0,0,0,773,GTB,6,2018,
747,4,0,2,0,0,0,0,0,2,773,GTB,6,2018,
748,12,0,0,0,0,0,1,0,1,773,GTB,6,2018,
749,15,0,1,0,15,0,1,0,17,773,GTB,6,2018,
750,18,0,0,0,0,0,0,0,0,773,GTB,6,2018,
751,22,0,0,0,0,0,0,0,0,773,GTB,6,2018,
752,33,0,0,0,0,0,0,0,0,773,GTB,6,2018,
753,Total,0,3,0,15,0,2,0,20,773,GTB,6,2018,
754,3,0,0,0,0,0,0,0,0,773,GTB,10,2005,0.0
755,4,0,5,0,0,0,0,0,5,773,GTB,10,2005,0.0
756,12,0,1,0,0,0,0,0,1,773,GTB,10,2005,0.0
757,15,1,17,0,17,0,3,0,38,773,GTB,10,2005,0.0
758,18,0,0,0,0,0,0,0,0,773,GTB,10,2005,0.0
759,22,0,0,0,2,0,1,0,3,773,GTB,10,2005,0.0
760,27,0,0,0,0,0,0,0,0,773,GTB,10,2005,0.0
761,33,0,0,0,0,0,0,0,0,773,GTB,10,2005,0.0
762,Total,1,23,0,19,0,4,0,47,773,GTB,10,2005,0.0
763,3,9,7,0,0,0,0,0,16,754,GTB,10,2018,0.0
764,4,32,381,0,51,33,4,0,501,754,GTB,10,2018,0.0
765,12,0,7,0,5,2,2,0,16,754,GTB,10,2018,0.0
766,15,3,104,0,97,23,11,1,239,754,GTB,10,2018,0.0
767,18,2,5,0,3,3,1,0,14,754,GTB,10,2018,0.0
768,22,0,1,0,1,3,0,1,6,754,GTB,10,2018,0.0
769,27,0,0,0,0,0,0,0,0,754,GTB,10,2018,0.0
770,33,2,5,0,0,0,0,9,16,754,GTB,10,2018,0.0
771,Total,48,510,0,157,64,18,11,808,754,GTB,10,2018,0.0
772,3,7,0,0,0,0,0,0,20,751,GTB,10,1996,13.0
773,4,20,18,0,2,0,0,0,153,751,GTB,10,1996,113.0
774,12,0,0,0,0,0,1,0,8,751,GTB,10,1996,7.0
775,15,2,3,0,0,0,1,0,32,751,GTB,10,1996,26.0
776,18,0,0,0,0,0,0,0,2,751,GTB,10,1996,2.0
777,22,1,0,0,0,0,2,0,10,751,GTB,10,1996,7.0
778,27,0,1,0,0,0,0,0,6,751,GTB,10,1996,5.0
779,33,0,0,0,0,0,1,0,3,751,GTB,10,1996,2.0
780,Total,30,22,0,2,0,5,0,234,751,GTB,10,1996,175.0
781,3,0,9,0,0,0,0,0,9,764,GTB,9,1993,0.0
782,4,0,26,0,6,0,1,0,33,764,GTB,9,1993,0.0
783,12,0,0,0,0,0,0,0,0,764,GTB,9,1993,0.0
784,15,0,9,0,23,0,0,0,32,764,GTB,9,1993,0.0
785,18,0,0,0,0,0,0,0,0,764,GTB,9,1993,0.0
786,22,0,1,0,0,0,1,0,2,764,GTB,9,1993,0.0
787,27,0,0,0,0,0,0,0,0,764,GTB,9,1993,0.0
788,33,0,0,0,0,0,0,0,0,764,GTB,9,1993,0.0
789,Total,0,45,0,29,0,2,0,76,764,GTB,9,1993,0.0
790,3,19,3,0,0,0,0,0,22,746,GTB,6,1996,
791,4,20,57,0,2,0,0,0,79,746,GTB,6,1996,
792,12,0,0,0,0,0,0,0,0,746,GTB,6,1996,
793,15,0,0,2,2,0,1,0,5,746,GTB,6,1996,
794,18,0,0,0,0,0,0,0,0,746,GTB,6,1996,
795,22,0,1,1,0,0,0,0,2,746,GTB,6,1996,
796,33,0,0,0,0,0,0,0,0,746,GTB,6,1996,
797,Total,39,61,3,4,0,1,0,108,746,GTB,6,1996,
798,3,0,0,0,1,0,0,0,1,775,GTB,6,1994,
799,4,0,1,0,1,0,1,0,3,775,GTB,6,1994,
800,12,0,1,0,0,0,0,0,1,775,GTB,6,1994,
801,15,0,0,0,3,0,1,0,4,775,GTB,6,1994,
802,18,0,0,0,0,0,0,0,0,775,GTB,6,1994,
803,22,0,0,0,0,0,0,0,0,775,GTB,6,1994,
804,33,0,0,0,0,0,0,0,0,775,GTB,6,1994,
805,Total,0,2,0,5,0,2,0,9,775,GTB,6,1994,
806,3,6,10,0,0,0,0,0,16,754,GTB,5,1997,0.0
807,4,18,395,0,79,0,19,7,519,754,GTB,5,1997,1.0
808,12,0,3,0,8,0,5,0,16,754,GTB,5,1997,0.0
809,15,3,96,0,89,0,28,5,225,754,GTB,5,1997,4.0
810,18,0,0,0,8,0,2,0,10,754,GTB,5,1997,0.0
811,22,0,1,0,1,0,2,1,5,754,GTB,5,1997,0.0
